TIPLOC	type	_location_	Description	latitude	longitude
RTFDDS	FOI	53.314799,-0.947622	RETFORD DOWN SIDINGS	53.314799	-0.947622
STORDGL	FOI	51.522601,-3.655484	STORMY DOWN GOODS LOOP	51.522601	-3.655484
TINSLYY	FOI	53.400864,-1.384503	TINSLEY S.S.	53.400864	-1.384503
TREHSDS	FOI	51.671589,-3.535311	TREHERBERT SIDING	51.671589	-3.535311
TROSTRW	FOI	51.670832,-4.128445	TROSTRE WORKS	51.670832	-4.128445
WLTNEFW	OSM	54.590477,-1.125286	WILTON EFW TERMINAL	54.590477	-1.125286
ABTHTCR	overlapA	51.394531,-3.39067	ABERTHAW TARMAC COLAS RAIL	51.394531	-3.39067
ANDOLSB	FOI	51.210052,-1.496387	LUDGERSHALL BRNCH STP BRD	51.210052	-1.496387
ARDNGLY	FOI	51.031923,-0.095179	ARDINGLY	51.031923	-0.095179
BARAUGL	FOI	55.553506,-4.653674	BARASSIE JN U.G.L.	55.553506	-4.653674
CHES139	FOI	51.697964,-0.025519	CHESHUNT JN SIG L1395	51.697964	-0.025519
CREWDHS	FOI	53.085584,-2.431316	CREWE H.S.	53.085584	-2.431316
DULOE	NaPTAN_MAP	50.405690,-4.466448	Causeland Rail Station	50.405690	-4.466448
EUSKBDP	FOI	51.583228,-2.959908	EAST USK BRANCH BIRDPORT	51.583228	-2.959908
GUIL308	FOI	51.23422,-0.579937	GUILDFORD SIGNAL GD1308	51.23422	-0.579937
LACKNBY	FOI	54.600275,-1.129201	LACKENBY B.S.C.	54.600275	-1.129201
LENTNSJ	FOI	52.940678,-1.172667	LENTON SOUTH JN	52.940678	-1.172667
LESTLIP	FOI	52.634347,-1.119454	LEICESTER L.I.P.	52.634347	-1.119454
PLMSRS	overlapA	51.490036,0.088834	PLUMSTEAD REV SDG	51.490036	0.088834
RPLLFW6	FOI	51.530505,0.106849	RIPPLE LANE SIGNAL FW6	51.530505	0.106849
SHEFS81	FOI	53.370962,-1.461631	SHEFFIELD SIGNAL S81	53.370962	-1.461631
STBLZYY	FOI	50.356613,-4.711919	ST BLAZEY SS	50.356613	-4.711919
STEV214	FOI	51.905023,-0.208954	STEVENAGE SIG K214	51.905023	-0.208954
STKEYNV	NaPTAN_MAP	50.423040,-4.463520	St Keyne Wishing Well Halt (Rail Station)	50.423040	-4.463520
SVNGLP	FOI	51.131806,0.897601	SEVINGTON LOOP	51.131806	0.897601
GRIGG	FOI	54.359067,-2.616179	GRAYRIGG	54.359067	-2.616179
PITSEAU	FOI	51.560135,0.50957	PITSEA UP SIDING	51.560135	0.50957
SHRWCSS	FOI	52.708553,-2.745929	SHREWSBURY COLEHAM SS	52.708553	-2.745929
SNDBNKJ	OSM	53.513819,-1.139354	Sand Bank Jn	53.513819	-1.139354
STAFDSS	FOI	52.799649,-2.118701	STAFFORD SALOP SDGS	52.799649	-2.118701
TINSGBR			TINSLEY YARD GBRF		
TREMANS	FOI	51.502727,-3.558459	TREMAINS	51.502727	-3.558459
WKNTNHS	FOI	54.62507,-3.568841	WORKINGTON H.S.	54.62507	-3.568841
BDST544	FOI	53.408574,-3.081931	BIDSTON SIGNAL 1544	53.408574	-3.081931
BRKWDLE	FOI	51.30373,-0.633525	BROOKWOOD LONDON END	51.30373	-0.633525
BURHGBJ	FOI	52.810892,-1.636217	HORNINGLOW BRIDGE JN	52.810892	-1.636217
CALVGBR	FOI	51.914666,-0.998255	CALVERT GBRF	51.914666	-0.998255
COPR105	FOI	51.573383,-0.051401	COPPERMILL JN SIG L1005	51.573383	-0.051401
FLKLDGL	FOI	55.477313,-4.626344	FALKLAND DGL	55.477313	-4.626344
IMMDGBR	FOI	53.633772,-0.209658	IMMINGHAM MINERAL QUAY GBR	53.633772	-0.209658
LADY668	FOI	56.274128,-3.121542	LADYBANK SIG 668	56.274128	-3.121542
LAWJUPL	FOI	55.75576,-3.875104	LAW JN U.P.L.	55.75576	-3.875104
LMBRYNG	FOI	51.896173,-0.443346	LIMBURY ROAD NORTH G.F.	51.896173	-0.443346
MRPTHRS	FOI	55.16304,-1.676398	MORPETH REVERSING SIDING	55.16304	-1.676398
PURLFY	FOI	51.338784,-0.111387	PURLEY FOSTER YEOMAN	51.338784	-0.111387
REDCGBF	FOI	54.604945,-1.123698	REDCAR BULK TERMINAL GBRF	54.604945	-1.123698
RPLLDBS	FOI	51.529308,0.1169	RIPPLE LANE FLT (DBS)	51.529308	0.1169
SDBRYHR	FOI	51.554324,-0.316005	SUDBURY & HARROW ROAD	51.554324	-0.316005
STAN201	FOI	51.885136,0.255687	STANSTED AIRPORT SIG L1201	51.885136	0.255687
STHBFLT	FOI	54.599379,-1.140953	TEES DOCK (FLT)	54.599379	-1.140953
TULSLJ	FOI	51.436934,-0.112147	LEIGHAM JUNCTION	51.436934	-0.112147
BEDFDNS	FOI	52.138163,-0.481494	BEDFORD NORTH SIDINGS	52.138163	-0.481494
BRKNCDS	FOI	53.387637,-3.020895	BIRKENHEAD CENTRAL C.S.	53.387637	-3.020895
CMDNCSD	FOI	51.541705,-0.152707	CAMDEN C.S.D.	51.541705	-0.152707
DONCWWS	FOI	53.523919,-1.141212	DONCASTER WORKS WAGN SHOPS	53.523919	-1.141212
FRASL	FOI	52.676817,-2.125703	FOUR ASHES LOOP	52.676817	-2.125703
HMSHPAR	FOI	52.517018,-1.700673	HAMS HALL PARSEC	52.517018	-1.700673
KNOWFT	FOI	53.492666,-2.868254	KNOWSLEY FREIGHT TERMINAL	53.492666	-2.868254
LTLHSHD	FOI	50.813254,-0.55386	LITTLEHAMPTON SHED	50.813254	-0.55386
MRGMEJ	FOI	51.564738,-3.755731	MARGAM EAST JN	51.564738	-3.755731
NEASDGS	FOI	51.552083,-0.250761	NEASDEN ENGINEERS SDGS	51.552083	-0.250761
RSNGTCL	FOI	53.479123,-1.092949	ROSSINGTON COLLIERY	53.479123	-1.092949
SEVT730	FOI	51.582573,-2.801698	SEVERN TUNNEL SIG NT1730	51.582573	-2.801698
STANSJN	FOI	51.902583,0.207222	STANSTED SOUTH JUNCTION	51.902583	0.207222
STHAWCR	FOI	51.507137,-0.36851	SOUTHALL WCR	51.507137	-0.36851
SVNSSIT			SEVERNSIDE SITA		
THRNDPL	FOI	56.171571,-3.126716	THORNTON NORTH D.P.L.	56.171571	-3.126716
VICTCS	FOI	51.488498,-0.147671	VICTORIA C.H.S.	51.488498	-0.147671
ACHANLT	FOI	57.609591,-4.913616	ACHANALT	57.609591	-4.913616
ACHHSHL	FOI	57.482111,-5.332975	ACHNASHELLACH	57.482111	-5.332975
ALLGARC	FOI	51.292483,0.503092	ALLINGTON A.R.C. SDG.	51.292483	0.503092
ATADALE	FOI	57.394455,-5.455406	ATTADALE	57.394455	-5.455406
BLACKWL	FOI	52.348411,-2.00618	BLACKWELL	52.348411	-2.00618
BORW303	FOI	51.293126,0.305394	BOROUGH GREEN SIGNAL ME303	51.293126	0.305394
BRST568			YATE SIGNAL 6568		
CARD328	OSM	51.475673,-3.18593	Cardiff Signal 2328	51.475673	-3.18593
CRDFW	FOI	51.475765,-3.186192	CARDIFF WEST	51.475765	-3.186192
CREW142	FOI	53.094033,-2.438822	CREWE SIG. CE142	53.094033	-2.438822
CREWCET	FOI	53.091786,-2.433857	CREWE C.E.T. SDGS	53.091786	-2.433857
DLTNUSG	FOI	54.526062,-1.544697	DARLINGTON UP S.S. (GBRF)	54.526062	-1.544697
DUIRNSH	FOI	57.320026,-5.691105	DUIRINISH	57.320026	-5.691105
DUNCRAG	FOI	57.336834,-5.63728	DUNCRAIG	57.336834	-5.63728
ECRO065	FOI	51.379686,-0.091583	EAST CROYDON SIGNAL T1065	51.379686	-0.091583
EXET664	FOI	50.734357,-3.544474	EXETER ST DAVIDS SIG 664	50.734357	-3.544474
HNB5077	FOI	51.363767,1.10915	HERNE BAY SIGNAL EK5077	51.363767	1.10915
INGTSTL	FOI	51.664695,0.3798	INGATESTONE LOOP	51.664695	0.3798
LCHLCHR	FOI	57.621744,-4.809165	LOCHLUICHART	57.621744	-4.809165
PBRO78	FOI	52.576058,-0.251447	PETERBOROUGH SIGNAL P78	52.576058	-0.251447
PRKSCLH	FOI	51.943658,1.245562	PARKESTON CARLESS REF HSHT	51.943658	1.245562
PRKSCRV	FOI	51.943658,1.245562	PARKESTON CARLESS CRV HSHT	51.943658	1.245562
PSLYDGL	FOI	55.84941,-4.413803	PAISLEY DOWN GOODS LOOP	55.84941	-4.413803
STANDGL	FOI	51.902293,0.204475	STANSTED DOWN GOODS LOOP	51.902293	0.204475
STOKOTN	FOI	53.010211,-2.184588	STOKE ON TRENT NORTH	53.010211	-2.184588
STRMFRY	FOI	57.352234,-5.550822	STROMEFERRY	57.352234	-5.550822
THBD127	OSM	51.106772,-0.160647	3 BRIDGES DN DEP SIG TD127	51.106772	-0.160647
TLBYTCG	overlapA	51.464191,0.334293	TILBURY CONTAINER SRVS GB	51.464191	0.334293
TROWLKJ	FOI	52.615227,1.312585	TROWSE LAKENHAM JUNCTION	52.615227	1.312585
WKNT2SB	FOI	54.642181,-3.562061	WORKINGTON MAIN NO.2 SB	54.642181	-3.562061
WTLN	FOI	52.526984,-2.057147	WATERY LANE	52.526984	-2.057147
YORKGBF	FOI	53.950222,-1.104687	YORK HOLGATE SIDING (GBRF)	53.950222	-1.104687
BHAMMS2	FOI	52.47869,-1.891369	BIRMINGHAM MOOR ST SDGS 2	52.47869	-1.891369
BREDFHH	FOI	53.422936,-2.110232	BREDBURY R.T.S. (FLHH)	53.422936	-2.110232
BSTEDMR	FOI	52.253738,0.70847	BURY ST EDMUNDS RECP.	52.253738	0.70847
CLDON	FOI	52.115777,1.096611	CLAYDON	52.115777	1.096611
DOLMGBF	FOI	51.091217,1.088809	DOLLANDS MOOR (GBRF)	51.091217	1.088809
DONCRPG	FOI	53.505687,-1.125809	DONCASTER RAILPORT (GBRF)	53.505687	-1.125809
GFORDEJ	FOI	51.539242,-0.332928	GREENFORD EAST JN	51.539242	-0.332928
GOOLEDK	FOI	53.700584,-0.879434	GOOLE DOCKS	53.700584	-0.879434
GRAINGB	FOI	51.440141,0.687775	GRAIN THAMESPORT (GBRF)	51.440141	0.687775
IVRKUPL	FOI	56.041304,-3.390904	INVERKEITHING U.P.L.	56.041304	-3.390904
LEEDRGB	overlapA	53.771283,-1.517457	STOURTON CEMEX GBRF	53.771283	-1.517457
OXFDBRS	FOI	51.804,-1.274792	OXFORD BANBURY ROAD SDGS	51.804	-1.274792
BRKN717	FOI	53.383773,-3.016487	BIRKENHEAD CENTRAL SIG 717	53.383773	-3.016487
CHHL	FOI	55.536678,-1.706502	CHATHILL	55.536678	-1.706502
DNROBIN	FOI	57.985883,-3.947164	DUNROBIN CASTLE	57.985883	-3.947164
DWBYBC	FOI	53.67708,-1.623125	DEWSBURY BLUE CIRCLE	53.67708	-1.623125
DWLEYLP	FOI	51.503932,-0.430856	DAWLEY LOOP	51.503932	-0.430856
EMGT457			EAST MIDS GATEWAY SS4457		
FAV4327	FOI	51.312215,0.878318	FV EK4327 SIG FAVERSHAM	51.312215	0.878318
GLOS446	FOI	51.86282,-2.231328	GLOUCESTER GROUND SIG 446	51.86282	-2.231328
KLYNN43	FOI	52.752534,0.410706	KINGS LYNN SIGNAL 43	52.752534	0.410706
KNOR528	FOI	52.414083,-1.933473	KINGS NORTON SIGNAL SY528	52.414083	-1.933473
LNGPJN	FOI	53.04626,-2.220288	LONGPORT JN	53.04626	-2.220288
LONBRS	FOI	52.39443,-1.982894	LONGBRIDGE REVERSING SDGS	52.39443	-1.982894
MCHWFLT	FOI	50.888209,-1.453914	MARCHWOOD F.L.T.	50.888209	-1.453914
MDLSAYR	FOI	54.584599,-1.243821	MIDDLESBRO' DAWSON AYRTON	54.584599	-1.243821
MDLSDSG	overlapA	54.584599,-1.243821	MIDDLESBROUGH DAWSON GBRF	54.584599	-1.243821
MRCHDRG	FOI	52.558774,0.095423	MARCH DOWN R.S GBRF	52.558774	0.095423
NMPTCYG	overlapA	52.239368,-0.906534	NORTHAMPTON CASTLE YRD GBF	52.239368	-0.906534
NWPTCOU	FOI	51.577791,-3.0015	NEWPORT COURTYBELLA SDGS	51.577791	-3.0015
PNYFDCS	FOI	53.152363,-3.059043	PENYFFORDD CEMENT SDGS	53.152363	-3.059043
RDNG714	FOI	51.458716,-0.985711	READING SIG. T1714	51.458716	-0.985711
ROMF450	FOI	51.572334,0.172727	ROMFORD SIGNAL L450	51.572334	0.172727
SHTLTNL	FOI	55.85335,-4.146005	SHETTLESTON LOOP	55.85335	-4.146005
STHBGBR	overlapA	54.599379,-1.140953	TEES DOCK GBRF	54.599379	-1.140953
STONJN	FOI	52.909016,-2.155921	STONE JUNCTION	52.909016	-2.155921
SVNOGUS	FOI	51.273867,0.18276	SEVENOAKS GUSSET SIDING	51.273867	0.18276
THRIGBR	FOI	54.677984,-1.530314	THRISLINGTON GBRF	54.677984	-1.530314
TONBDLP	FOI	51.19194,0.266348	TONBRIDGE DOWN LOOP	51.19194	0.266348
WDRYUGL	FOI	51.509986,-0.471891	WEST DRAYTON UP GOODS LOOP	51.509986	-0.471891
WKNTDJ	FOI	54.651952,-3.557089	WORKINGTON DERWENT JN	54.651952	-3.557089
BEDFEGS	FOI	52.13311,-0.476625	BEDFORD ENGINEERS SDGS	52.13311	-0.476625
BLFSTPT	OSM+	54.6353077,-5.8805716	Belfast Port-Victoria Terminal 4	54.6353077	-5.8805716
BSCTTMD	FOI	52.563047,-1.992315	BESCOT T.M.D.	52.563047	-1.992315
CRGURE	BPLAN	56.410718,-5.540181	Craignure	56.410718	-5.540181
DREMDPL	FOI	56.006114,-2.778306	DREM D.P.L.	56.006114	-2.778306
DUMFRSY	FOI	55.068743,-3.592749	DUMFRIES YARD	55.068743	-3.592749
FOWEYDK	FOI	50.346617,-4.637788	FOWEY DOCK CARNE POINT	50.346617	-4.637788
LCHTCE	FOI	52.690065,-1.805215	LICHFIELD TV C E SIDINGS	52.690065	-1.805215
LOWFRMT	FOI	54.942922,-1.61376	LOW FELL ROYAL MAIL TMNL	54.942922	-1.61376
NNTNCVE	FOI	52.522736,-1.457818	NUNEATON CIVIL ENGINEERS	52.522736	-1.457818
PRFLFYM	FOI	51.471459,0.25237	PURFLEET FOSTER YEOMAN	51.471459	0.25237
RBRTRPG	FOI	50.986994,0.468664	DONCASTER ROBERTS RD RP GB	50.986994	0.468664
THEALHC	FOI	51.428642,-1.086822	THEALE HOPE CEMENT	51.428642	-1.086822
THRNUPL	FOI	56.165592,-3.130116	THORNTON NORTH U.P.L.	56.165592	-3.130116
YORKCRW	FOI	53.95734,-1.10583	YORK THRALL EUROPA	53.95734	-1.10583
BRKN577	FOI	53.408803,-3.068458	BIRKENHEAD NORTH SIGNL 577	53.408803	-3.068458
BROXGBF	overlapA	51.749293,-0.009012	BROXBOURNE DN TAMP SDG GBF	51.749293	-0.009012
DLMYDPL	FOI	55.983807,-3.379478	DALMENY D.P.L.	55.983807	-3.379478
DLTNDS	overlapA	54.512621,-1.547951	DARLINGTON DOWN SIDINGS	54.512621	-1.547951
ELGH222	FOI	50.966921,-1.35043	EASTLEIGH SIGNAL 222	50.966921	-1.35043
FOXTGBF	overlapA	52.119291,0.05228	FOXTON EXCHANGE SDGS GBRF	52.119291	0.05228
HFDNCHS	FOI	51.795005,-0.091733	HERTFORD NTH C.H.S.	51.795005	-0.091733
HNTNDSD	FOI	52.331585,-0.19189	HUNTINGDON DOWN SIDINGS	52.331585	-0.19189
IMNGLCR	OSM	53.637125,-0.24789	Lindsey Oil Refinary Immingham	53.637125	-0.24789
KILMLTC	FOI	55.614924,-4.507741	KILMARNOCK LONG LYES T.C.	55.614924	-4.507741
KNOR57	FOI	52.414083,-1.933473	KINGS NORTON SIGNAL SY57	52.414083	-1.933473
KNTN418	FOI	53.706451,-1.248424	KNOTTINGLEY SIG FE6418	53.706451	-1.248424
OTFOUL	FOI	51.299758,0.204373	OTFORD UP LOOP	51.299758	0.204373
PRINACE	FOI	51.714941,-0.84439	PRINCES R'BORO ACE	51.714941	-0.84439
PRKSTNY	FOI	51.941933,1.263032	PARKESTON S.S.	51.941933	1.263032
SANKEY	FOI	53.39238,-2.650348	SANKEY FOR PENKETH	53.39238	-2.650348
SPWDJN	FOI	53.643564,-1.793504	SPRINGWOOD JN	53.643564	-1.793504
TYTHRNG	FOI	51.594878,-2.49481	TYTHERINGTON	51.594878	-2.49481
WORCBRD	FOI	52.19512,-2.209336	WORCESTER BACK ROAD	52.19512	-2.209336
BORWDNL	FOI	51.292816,0.294635	BOROUGH GREEN DOWN LOOP	51.292816	0.294635
CHIRKKA	FOI	52.93482,-3.066668	CHIRK KRONOSPAN COLAS RAIL	52.93482	-3.066668
CLIFHSQ	FOI	52.694212,-1.346115	CLIFFE HILL STUD FM QUARRY	52.694212	-1.346115
COTOGBR	overlapA	52.718674,-2.753297	COTON HILL TC GBRF	52.718674	-2.753297
ELSTGBF	overlapA	52.099901,-0.481188	ELSTOW REDLANDS GBRF	52.099901	-0.481188
EPSMDS	FOI	51.332722,-0.273865	EPSOM - DOWN SIDINGS	51.332722	-0.273865
ETRUGJN	FOI	53.024965,-2.205062	GRANGE JN.	53.024965	-2.205062
GLOSTHR	FOI	51.873681,-2.269513	GLOUCESTER HORTON ROAD	51.873681	-2.269513
PLPNUGL	FOI	54.728095,-2.79883	PLUMPTON U.G.L.	54.728095	-2.79883
SIZCEGB	FOI	52.203525,1.595805	SIZEWELL C.E.G.B.	52.203525	1.595805
STWTFHH	overlapA	51.472468,-0.143381	STEWARTS LANE TARMAC FHH	51.472468	-0.143381
THBDWRS	FOI	51.112753,-0.163164	THREE BRIDGES VOYAGER M.D.	51.112753	-0.163164
TOLWTHS	FOI	51.376216,-0.280419	TOLWORTH SDGS	51.376216	-0.280419
BOWD	FOI	51.533697,-0.015867	BOW DEPOT	51.533697	-0.015867
CAMBTGB	FOI	52.206365,0.146448	CAMBRIDGE T.C. GBRF	52.206365	0.146448
CARL335	FOI	54.893644,-2.939981	CARLISLE CE 335 SIGNAL	54.893644	-2.939981
CATE361	FOI	51.286205,-0.080002	CATERHAM SIGNAL T1361	51.286205	-0.080002
CHLTLDL	FOI	51.891829,-2.111014	CHELTENHAM LANSDOWN LOOP	51.891829	-2.111014
CREWH36	FOI	53.08045,-2.434235	CREWE SIGNAL BH36	53.08045	-2.434235
EGLSCDL	FOI	54.5342,-1.347399	EAGLESCLIFFE DOWN LOOP	54.5342	-1.347399
HRTL20	FOI	54.652504,-1.216926	"HARTLEPOOL BSC 20"" MILL"	54.652504	-1.216926
IVRNCLR			INVERNESS MILLBURN C.RAIL		
LOGHBSH	FOI	52.78254,-1.20123	LOUGHBOROUGH BRUSH	52.78254	-1.20123
MRCHSTH	FOI	52.560202,0.090976	MARCH SOUTH	52.560202	0.090976
MRGMTMD	FOI	51.54073,-3.743588	MARGAM L.I.P.	51.54073	-3.743588
NNTN433	FOI	52.521537,-1.456978	NUNEATON SIG RN5433	52.521537	-1.456978
NWBIBG	FOI	54.635277,-2.548666	NEW BIGGIN BRITISH GYPSUM	54.635277	-2.548666
PRKADIL	FOI	50.377033,-4.890293	PARKANDILLACK	50.377033	-4.890293
PRKSTHS	FOI	51.946138,1.241709	PARKESTON H.S.	51.946138	1.241709
PRSTDSS	FOI	53.758648,-2.707794	PRESTON DOCK ST SDGS	53.758648	-2.707794
PTFTMGJ	FOI	53.705576,-1.281721	PONTEFRACT EAST JUNCTION	53.705576	-1.281721
SCNTCHP	FOI	53.599324,-0.606979	SCUNTHORPE B.S.C.(C.H.P.)	53.599324	-0.606979
SPONRRW	FOI	52.534756,1.085662	SPOONER ROW	52.534756	1.085662
WHRDGF	overlapB	53.777056,-1.515903	WHITEHALL RD GF	53.777056	-1.515903
WOKIDRP	FOI	51.313757,-0.567324	WOKING DOWN RECP	51.313757	-0.567324
YORKWHT	NaPTAN_MAP	54.484895,-0.615964	Whitby- Bus Station Station Square	54.484895	-0.615964
CLYHGBF			COLLYHURST STREET GBRF		
COTONH	FOI	52.718674,-2.753297	COTON HILL T.C.	52.718674	-2.753297
DRBYCHS	FOI	52.914886,-1.450095	CHADDESDEN SDGS	52.914886	-1.450095
DRHM357	FOI	54.787478,-1.574344	DURHAM SIG.TY357	54.787478	-1.574344
HNSLTIL	FOI	53.786538,-1.520257	HUNSLET TILCON	53.786538	-1.520257
IVRNTC	FOI	57.483407,-4.216319	INVERNESS T.C.	57.483407	-4.216319
MARCHUG	overlapA	52.559318,0.094711	MARCH UP YARD GBRF	52.559318	0.094711
MNTLLAS	FOI	52.73016,-1.375758	MANTLE LANE T.C.	52.73016	-1.375758
NMPTUR	FOI	52.248612,-0.907698	NORTHAMPTON UP RECEPTION	52.248612	-0.907698
PENDGBF	overlapA	53.492918,-2.281352	PENDLETON (BRNDLE HTH) GBF	53.492918	-2.281352
WATFDY	FOI	51.662932,-0.394398	WATFORD LONDON CONCRETE	51.662932	-0.394398
WSTBURC	FOI	51.266236,-2.20021	WESTBURY UP RECP	51.266236	-2.20021
BARKGLT	FOI	51.539725,0.080495	BARKING L.T.	51.539725	0.080495
CLCHREC			COLCHESTER RECEPTION LINE		
ELGH85	FOI	50.964193,-1.351422	EASTLEIGH SIGNAL E85	50.964193	-1.351422
ELSMUDG	FOI	53.281085,-2.880531	ELLESMERE PORT U&DGL	53.281085	-2.880531
FLXSSEW	FOI	51.946389,1.324237	FELIXSTOWE SOUTH EWS	51.946389	1.324237
FRTHBKL	FOI	54.96458,-1.622814	FORTH BANKS LINE	54.96458	-1.622814
GRNGMOT	FOI	56.016963,-3.674882	GRANGEMOUTH INEOS	56.016963	-3.674882
GUILDCS	FOI	51.237419,-0.581944	GUILDFORD U.C.H.S.	51.237419	-0.581944
LAND70	FOI	53.282792,-3.817949	LLANDUDNO JN SIG.LJ70	53.282792	-3.817949
MDNHDRS			MAIDENHEAD REVERSING SDGS		
MLTNJN	FOI	52.760859,-0.889786	MELTON JN.	52.760859	-0.889786
MNMNTLA	FOI	52.480222,-1.918531	MONUMENT LANE	52.480222	-1.918531
MNTFGBR	FOI	50.952244,0.466793	MOUNTFIELD SIDINGS (GBRF)	50.952244	0.466793
MOSEPDS	FOI	55.828918,-4.000207	MOSSEND PD STLG GBRF	55.828918	-4.000207
MOTHWCS	FOI	55.791687,-3.995076	MOTHERWELL WEIGHS C.H.S.	55.791687	-3.995076
NWTKSDG	FOI	55.818901,-4.127427	NEWTON TURNBACK SIDING	55.818901	-4.127427
PLMDDC	overlapA	55.834102,-4.236593	POLMADIE DOWN CLYDESDALE	55.834102	-4.236593
PLYM131	FOI	50.377488,-4.151365	PLYMOUTH GROUND SIGNAL 131	50.377488	-4.151365
PURLSGB	overlapA	51.339796,-0.109996	PURLEY DOWN SIDING GBRF	51.339796	-0.109996
SELBAR	FOI	53.786801,-1.058065	BARLBY LOOPS	53.786801	-1.058065
SELBBNJ	FOI	53.761557,-1.073602	BARLBY NORTH JN	53.761557	-1.073602
SLSBECS	FOI	51.072371,-1.800099	SALISBURY EAST C.H.S.	51.072371	-1.800099
SUTT195	FOI	51.360617,-0.186978	SUTTON SIGNAL VC195	51.360617	-0.186978
THEA834	FOI	51.424782,-1.093385	THEALE SIGNAL T2834	51.424782	-1.093385
TROWSEY	FOI	52.61581,1.313264	TROWSE YARD REDLAND SIDING	52.61581	1.313264
UIGG	NaPTAN_MAP	57.586341,-6.376447	Uig Skye Ferry Terminal	57.586341	-6.376447
WHIFLTL	FOI	55.856348,-4.0221	WHIFFLET LOOP	55.856348	-4.0221
WVRMCS	FOI	52.591858,-2.122788	WOLVERHAMPTON CS	52.591858	-2.122788
ACTOGBR	FOI	51.516415,-0.274727	ACTON YARD GBRF	51.516415	-0.274727
BDICK	BPLAN	55.628923,-5.299243	Brodick	55.628923	-5.299243
BRNTDS	FOI	51.490482,-0.325661	BRENTFORD TOWN DAY & SONS	51.490482	-0.325661
BURTBCJ	FOI	52.794409,-1.649494	BIRMINGHAM CURVE JN	52.794409	-1.649494
CARLHWS	FOI	54.921974,-2.960207	CARLISLE HIGH WAPPING SDGS	54.921974	-2.960207
COSFDGL	FOI	52.644831,-2.300659	COSFORD DOWN GOODS LOOP	52.644831	-2.300659
HNTNP40	FOI	52.335046,-0.190721	HUNTINGDON SIG P40	52.335046	-0.190721
HSFTTBS			HORSFORTH TURNBACK SIDINGS		
PROYMAR	FOI	51.52943,-0.279872	PARK ROYAL MARCON	51.52943	-0.279872
SDONSTO	FOI	51.564675,-1.788011	SWINDON STORES	51.564675	-1.788011
ASCO501	FOI	51.404553,-0.669657	ASCOT SIGNAL F501	51.404553	-0.669657
AVONBEN	FOI	51.517819,-2.695496	AVONMOUTH BENNETS SIDING	51.517819	-2.695496
BAROSHJ	FOI	54.108822,-3.203166	SALTHOUSE JN	54.108822	-3.203166
BRSTHLS	FOI	51.450947,-2.578143	BRISTOL HIGH LEVEL SIDING	51.450947	-2.578143
CAMB540	FOI	52.112508,0.161653	WHITTLESFORD SIG CA540	52.112508	0.161653
CLCHUSS	FOI	51.900858,0.889235	COLCHESTER SUDBURY DOCK	51.900858	0.889235
CREWGLR	FOI	53.075931,-2.448146	CREWE GRESTY LANE RECP.	53.075931	-2.448146
CRGDWHL	OSM	55.994924,-4.711558	Craigendoran	55.994924	-4.711558
DRBYALL	FOI	52.910866,-1.461581	DERBY ADTRANZ LITCHURCH LN	52.910866	-1.461581
EDIN815	FOI	55.953195,-3.180389	EDINBURGH SIGNAL E815	55.953195	-3.180389
ELDRUPL	FOI	55.838938,-4.473992	ELDERSLIE U.P.L.	55.838938	-4.473992
EVNTNIB	FOI	57.668827,-4.324882	EVANTON I.B.	57.668827	-4.324882
FRTWJYD	FOI	56.826363,-5.088551	FORT WILLIAM J.YD T.C.	56.826363	-5.088551
GLOS339	FOI	51.860447,-2.221456	GLOUCESTER SIG. G339	51.860447	-2.221456
GTCHSFL	FOI	52.054338,0.200969	GREAT CHESTERFORD UP GDSLP	52.054338	0.200969
HAMDLUL	NaPTAN_MAP	51.492300,-0.223620	Hammersmith (Dist&Picc Line) Underground Station	51.492300	-0.223620
HAVRGBF			HAVERFORDWEST FD GBRF		
HGHBRDJ	FOI	51.215795,-2.972605	HIGHBRIDGE LOOP	51.215795	-2.972605
HYNDLWJ	FOI	55.882743,-4.328598	HYNDLAND WEST JN	55.882743	-4.328598
KILWNCE	FOI	55.655529,-4.710339	KILWINNING UP SIDING	55.655529	-4.710339
LESTSGF	FOI	52.616271,-1.138132	SAFFRON LANE G.F.	52.616271	-1.138132
LISMORE	BPLAN	56.411638,-5.50783	Lismore	56.411638	-5.50783
MOTH402	FOI	55.794417,-3.997465	MOTHERWELL SIGNAL M402	55.794417	-3.997465
MOTHUGL	FOI	55.7842,-3.975124	MOTHERWELL U.G.L	55.7842	-3.975124
PBROVFH	FOI	52.594457,-0.262688	PETERBOROUGH VQ FHH	52.594457	-0.262688
POTR141	FOI	51.697633,-0.193249	POTTERS BAR SIGNAL K141	51.697633	-0.193249
PRFLFLT	FOI	51.471603,0.252362	PURFLEET DEEP WTR WF (FLT)	51.471603	0.252362
REDF773	FOI	56.16017,-3.176763	REDFORD JN SIG ET773	56.16017	-3.176763
REDFDJ	FOI	56.16017,-3.176763	REDFORD JN	56.16017	-3.176763
REIGCHS	FOI	51.241896,-0.203999	REIGATE C.H.S.	51.241896	-0.203999
SMLHLAG	FOI	52.465061,-1.864673	SMALL HEATH LAFARGE AGGR	52.465061	-1.864673
STAPLCE	FOI	52.922401,-1.283054	STAPLEFORD & S C C E SDG	52.922401	-1.283054
SWNAGE	FOI	50.606159,-1.965989	SWANAGE	50.606159	-1.965989
WORGRTJ	FOI	50.681895,-2.134667	WORGRET JN	50.681895	-2.134667
